2015-01-31,4.143064516129033
2015-02-28,4.357142857142857
2015-03-31,5.795161290322581
2015-04-30,7.948000000000001
2015-05-31,9.334193548387095
2015-06-30,12.4985
2015-07-31,13.823709677419354
2015-08-31,14.417903225806452
2015-09-30,12.214166666666664
2015-10-31,10.19258064516129
2015-11-30,7.905833333333334
2015-12-31,7.445645161290321
2016-01-31,4.803870967741936
2016-02-29,3.9210344827586208
2016-03-31,6.3658064516129045
2016-04-30,7.0021666666666675
2016-05-31,11.847096774193549
2016-06-30,14.472333333333331
2016-07-31,14.881290322580648
2016-08-31,15.245000000000003
2016-09-30,14.399166666666666
2016-10-31,10.132580645161289
2016-11-30,4.570499999999999
2016-12-31,6.854838709677419
2017-01-31,4.868387096774193
2017-02-28,5.567857142857142
2017-03-31,7.240967741935485
2017-04-30,8.463
2017-05-31,12.700000000000001
2017-06-30,14.183333333333332
2017-07-31,14.752419354838711
2017-08-31,14.239838709677421
2017-09-30,12.645000000000001
2017-10-31,11.130967741935484
2017-11-30,5.686000000000001
2017-12-31,4.274838709677419
2018-01-31,3.793709677419354
2018-02-28,3.1873214285714284
2018-03-31,3.986774193548387
2018-04-30,8.2965
2018-05-31,12.54693548387097
2018-06-30,15.088666666666667
2018-07-31,16.562419354838713
2018-08-31,14.15661290322581
2018-09-30,11.708
2018-10-31,9.204354838709678
2018-11-30,7.359166666666666
2018-12-31,5.34516129032258
2019-01-31,3.56774193548387
2019-02-28,6.308035714285714
2019-03-31,6.70741935483871
2019-04-30,9.0225
2019-05-31,10.155645161290321
2019-06-30,13.782833333333338
2019-07-31,16.625645161290322
2019-08-31,15.85725806451613
2019-09-30,13.058999999999997
2019-10-31,8.409516129032259
2019-11-30,4.813166666666666
